"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","nyrs_since_last_renovation","zipcode","sqft_living15","sqft_lot15","daten"
"16838",1300000,4,2.5,3110,11857,2,0,4,3,11,2040,1070,1990,25,"98117",3110,11570,255
"936",1200000,3,2,3660,22410,1,0,3,4,9,1830,1830,1947,68,"98117",2680,8250,333
"19206",695000,3,3.25,3080,12100,2,0,0,3,8,2080,1000,1984,31,"98117",2100,6581,126
"10385",695000,4,1.75,2390,5880,1,0,2,3,8,1390,1000,1957,58,"98117",2210,6260,179
"5254",582000,4,1.75,2120,4650,1,0,1,3,7,1190,930,1951,64,"98117",2070,6487,10
"4209",369000,3,2,1340,1480,3,0,0,3,8,1340,0,1997,18,"98117",1340,1321,147
"10022",465000,3,2.5,1600,1311,3,0,0,3,8,1600,0,2005,10,"98117",1390,1321,230
"19576",575000,3,2.25,2400,5000,1.5,0,0,4,7,1440,960,1926,89,"98117",1630,5000,53
"11805",527700,2,2.25,1330,806,3,0,0,3,8,1330,0,2009,6,"98117",1320,1389,347
"13122",510000,3,3,1320,1012,3,0,0,3,8,1320,0,2009,6,"98117",1320,1536,340
"2369",575000,2,1.75,1840,4076,1,0,0,3,8,1140,700,1957,58,"98117",1540,4076,213
"3045",456500,3,1,1290,3880,1.5,0,0,4,7,1290,0,1919,96,"98117",1290,4850,84
"6841",320000,2,1,1380,5820,1,0,0,3,7,1380,0,1918,39,"98117",1540,4076,175
"19560",4e+05,3,1,900,4084,1.5,0,0,3,7,900,0,1910,105,"98117",1280,4080,153
"9281",778100,2,1,1480,4080,1,0,0,3,7,1050,430,1949,66,"98117",1310,4080,369
"5159",475000,3,1,1270,4268,1,0,0,3,7,1270,0,1921,94,"98117",1310,4080,323
"10736",585000,3,1.5,1810,3880,1.5,0,0,4,8,1310,500,1929,86,"98117",1400,3880,370
"15216",545000,2,2,1430,3880,1,0,0,4,7,1430,0,1949,66,"98117",1430,3880,332
"13314",667000,3,1.75,1770,3880,1,0,0,3,8,1300,470,1963,52,"98117",1430,3880,75
"19501",465000,3,1,910,3880,1,0,0,3,7,780,130,1942,73,"98117",1220,3880,159
"2501",7e+05,3,2,2080,3880,1,0,0,5,7,1160,920,1954,61,"98117",1330,3880,39
"18844",481000,2,1,1620,3880,1,0,0,4,7,920,700,1924,91,"98117",1330,3880,203
"2374",443725,3,1.75,1250,3880,1,0,0,4,7,750,500,1944,71,"98117",1240,3880,109
"19374",485000,4,1.75,1260,3880,1,0,0,5,7,860,400,1918,97,"98117",1000,3880,341
"10329",520000,3,1.75,1280,3880,1.5,0,0,5,7,1280,0,1916,99,"98117",980,3880,341
"1975",420000,2,1,860,3880,1,0,0,4,6,860,0,1916,99,"98117",1230,4260,39
"13952",466950,3,1,1360,3880,1,0,0,3,7,1060,300,1963,52,"98117",1110,3880,104
"18641",480000,3,1.75,1680,2552,1,0,0,4,7,840,840,1952,63,"98117",1220,3880,157
"6581",470000,5,1.5,2180,4268,1.5,0,0,4,7,1340,840,1924,91,"98117",1530,3880,138
"13145",520000,2,1,950,3880,1,0,0,4,6,950,0,1919,96,"98117",1660,3880,335
"1535",657500,4,1.75,1620,7560,1,0,3,4,7,1380,240,1947,68,"98117",2170,8650,353
"3712",530000,3,1.5,1950,1963,3,0,0,3,8,1950,0,2002,13,"98117",1590,2028,144
"14919",989000,5,3.5,3280,4000,2,0,0,3,9,2440,840,2003,12,"98117",1980,4000,33
"18265",415000,2,1,760,4000,1,0,0,3,7,760,0,1944,71,"98117",1520,4000,235
"19284",435000,2,1,750,2786,1,0,0,5,7,750,0,1947,68,"98117",1700,4653,336
"9181",412000,2,1,1260,3960,1,0,0,3,6,690,570,1925,90,"98117",1250,3960,49
"7037",584000,3,2.5,1790,3962,2,0,0,3,8,1790,0,1992,23,"98117",1340,3960,159
"21086",677790,6,3,2800,4213,2,0,0,3,8,2800,0,1998,17,"98117",1440,3960,320
"16770",545000,3,1.75,1400,4000,1.5,0,0,4,7,1400,0,1925,90,"98117",1050,4330,143
"12141",450000,4,1.75,2160,4333,1,0,0,4,8,1260,900,1942,73,"98117",1670,4426,52
"16210",375000,3,1.75,1660,9673,1,0,0,3,7,1130,530,1976,39,"98072",1260,9681,67
"2290",354950,3,1.75,1780,9689,1,0,0,3,7,1130,650,1976,39,"98072",1660,9786,112
"16435",677000,3,2,2000,3207,1,0,0,4,7,1100,900,1916,99,"98103",1460,3200,20
"11474",450000,2,1.75,840,3340,1,0,0,3,6,700,140,1912,103,"98107",1700,3980,55
"21167",1839900,4,3.25,4140,11007,2,0,0,3,10,4140,0,2013,2,"98040",2150,9663,327
"12301",741000,4,2.75,2070,10125,1,0,0,3,7,1390,680,1962,53,"98040",1850,10125,187
"5772",842000,4,1.75,2170,9525,1,0,0,3,8,2170,0,1960,55,"98040",1910,9525,75
"14921",875000,3,2.5,1690,10592,1,0,0,3,8,1690,0,1973,6,"98040",2260,9945,357
"1555",957500,4,2.25,2360,11523,2,0,0,4,10,2360,0,1968,47,"98040",2850,11362,342
"2483",679000,4,1.5,1420,4923,1.5,0,0,4,8,1420,0,1928,87,"98103",1470,4923,77
"11018",710000,3,2,2140,4923,1,0,0,4,8,1070,1070,1928,87,"98103",1470,4923,32
"4021",390000,2,1,980,3800,1,0,0,3,7,980,0,1926,89,"98103",1520,5010,355
"8249",170000,2,1,1280,21750,1.5,0,0,5,6,1280,0,1912,103,"98001",1520,21750,77
"9213",205000,3,2.25,1250,952,3,0,0,3,8,1250,0,2008,7,"98133",1250,1030,294
"4365",318000,3,2.25,1250,1017,3,0,0,3,8,1250,0,2008,7,"98133",1250,1017,161
"18082",230000,4,3,1680,6003,1,0,0,3,7,1150,530,1997,18,"98002",1820,6207,108
"15991",265000,3,2.5,1890,6088,2,0,0,3,7,1890,0,1996,19,"98002",1700,6600,311
"1438",535000,3,2,2040,5600,1,0,1,5,7,1120,920,1954,61,"98144",2120,4958,116
"18513",1137500,4,3.5,3160,4200,2,0,4,3,8,2180,980,1999,16,"98144",2180,5200,350
"3066",950000,5,3.25,2700,3650,2,0,2,3,9,2070,630,1926,1,"98144",1940,4000,75
"12799",360000,4,3,2580,6740,2,0,0,3,8,2580,0,1999,16,"98058",2010,6740,276
"17347",370000,4,3,2580,5511,2,0,0,3,8,2580,0,1999,16,"98058",2010,5600,193
"18546",325000,3,2,1570,5600,1,0,0,3,8,1570,0,1999,16,"98058",2010,5600,215
"13737",459950,3,1.75,1850,6869,1,0,2,5,6,1100,750,1919,81,"98166",1850,10096,42
"17194",335000,3,1.75,2100,8298,1,0,0,4,7,1230,870,1952,63,"98166",1700,10830,257
"2529",565000,3,2,2730,15677,2.5,0,3,3,9,2730,0,1976,39,"98166",2040,12209,112
"7286",474950,4,1.75,2030,15400,1,0,1,3,9,1130,900,1975,40,"98166",2040,12425,313
"550",215000,2,1,1320,8865,1,0,0,4,6,1320,0,1943,72,"98168",1190,6490,26
"14495",255000,3,1.75,1590,7810,1,0,0,4,7,1590,0,1959,56,"98002",1470,7810,329
"5931",325000,4,2.5,2200,7719,2,0,0,3,8,2200,0,2000,15,"98030",2460,7348,347
"7914",320000,4,2.5,2110,6295,2,0,0,3,8,2110,0,2000,15,"98030",2720,6311,348
"1401",292000,4,2.5,2060,5950,2,0,0,3,8,2060,0,2000,15,"98030",2242,6406,216
"18360",332500,4,1,1670,8102,1.5,0,0,3,6,1670,0,1944,71,"98166",1310,7906,360
"17478",293000,4,1,1130,8308,1.5,0,0,4,6,1130,0,1944,71,"98166",1130,8652,285
"21566",341780,4,2.75,2260,4440,2,0,0,3,7,2260,0,2014,1,"98001",2260,4563,300
"15420",248000,4,2.5,1770,5855,2,0,0,3,7,1770,0,2003,12,"98038",1790,5679,41
"336",260000,4,2.5,1960,5238,2,0,0,3,7,1960,0,2003,12,"98038",1800,5894,158
"4417",425000,2,1,1070,6625,1,0,0,3,7,830,240,1950,65,"98116",1310,6625,194
"9828",440000,4,1,1440,6678,1,0,0,3,7,1040,400,1950,65,"98116",1320,6678,328
"12716",425000,2,1,880,6413,1,0,0,3,7,880,0,1950,65,"98116",1360,6413,52
"3193",537000,4,2,1720,6413,1,0,0,4,7,860,860,1950,65,"98116",1280,6413,145
"19130",430000,3,1,980,7200,1,0,0,4,7,980,0,1950,65,"98116",1180,6572,46
"4553",454000,2,1,880,6731,1,0,0,4,7,880,0,1950,65,"98116",1240,6731,108
"6208",337500,2,1,1300,6731,1,0,0,3,7,1300,0,1950,65,"98116",1240,6731,234
"13425",675000,4,2.5,3000,5548,2,0,0,3,9,3000,0,2006,9,"98059",2870,5000,11
"17693",710000,4,2.5,3060,5000,2,0,0,3,9,3060,0,2006,9,"98059",2870,5548,227
"819",682000,5,2.75,2760,5000,2,0,0,3,9,2760,0,2005,10,"98059",2870,5030,104
"5137",690700,5,2.75,2870,5349,2,0,0,3,9,2870,0,2005,10,"98059",2800,5000,297
"7886",713500,3,2,1720,4200,2,0,0,3,8,1720,0,1908,23,"98112",1720,4200,192
"6384",690500,5,2,2000,4211,1.5,0,2,4,7,1280,720,1908,107,"98112",1680,4000,54
"15536",1047000,4,3.5,3500,4000,2,0,0,3,10,2560,940,2000,15,"98112",1910,4000,186
"13951",834000,3,2.25,2550,4089,2,0,0,3,9,2550,0,1983,32,"98112",1680,4089,213
"10633",563225,3,1,2460,4000,1.5,0,0,4,7,1370,1090,1918,97,"98112",1680,4000,266
"7255",1045000,4,3,3560,4000,3,0,2,3,9,2970,590,1996,19,"98112",1190,4000,116
"13294",1125000,4,3.5,3170,4000,2,0,0,3,10,2340,830,1999,16,"98112",1770,4000,356
"19959",950000,3,2.5,2280,2296,3,0,0,3,9,1890,390,2013,2,"98112",1390,4000,347
"16943",427000,4,1,1860,4736,1.5,0,0,1,7,1860,0,1901,114,"98112",1800,4000,40
"7950",332000,1,1,960,2640,1,0,0,3,7,760,200,1908,107,"98112",1620,3759,45
"6223",650000,2,2.5,1740,2500,2,0,2,3,8,1210,530,1994,21,"98112",1640,2500,28
"10572",480000,2,1,820,4200,1,0,0,3,7,820,0,1980,35,"98112",1290,4000,346
"14103",750000,4,3.25,2050,5000,2,0,0,4,8,1370,680,1987,28,"98112",1720,5000,38
"14874",605000,3,2.25,1290,2500,2,0,0,4,8,1290,0,1987,28,"98112",1700,3750,14
"306",725000,3,1.75,1920,3300,1,0,0,4,8,960,960,1913,102,"98112",1740,4000,291
"19199",699999,3,0.75,1240,4000,1,0,0,4,7,1240,0,1968,47,"98112",1460,4000,265
"2711",780000,2,2.5,2560,2500,2,0,0,5,8,1690,870,1901,114,"98112",1890,5000,67
"13225",1010000,3,2.25,2160,7500,2,0,0,3,10,2160,0,1982,33,"98112",1550,3839,159
"16932",610000,5,2.5,3990,3839,1,0,0,4,8,1990,2000,1962,53,"98112",2090,5000,31
"8717",958000,4,3.5,1800,6400,2,0,2,3,8,1800,0,1984,4,"98112",1700,4736,69
"1627",169317,2,1,790,4000,1,0,2,3,7,790,0,1908,107,"98112",1700,4200,292
"7416",1975000,6,4.5,4800,9097,2,0,0,3,10,3580,1220,2007,8,"98112",2180,6037,69
"2284",569000,3,2,1990,3000,1.5,0,0,3,7,1230,760,1908,45,"98112",1600,4080,206
"17938",287000,4,2.25,2270,11997,1,0,2,4,7,1540,730,1959,56,"98198",1920,9634,143
"9343",340000,3,1.75,2230,10403,1,0,0,3,8,1630,600,1968,47,"98198",1730,9450,264
"4601",495000,2,1.75,1280,4000,1,0,0,4,7,730,550,1929,86,"98116",2250,5382,258
"4925",832500,3,2,1870,9527,1,0,0,4,7,1870,0,1951,18,"98040",1970,11904,108
"3353",1100000,5,2.75,2830,18050,1,0,0,5,7,1630,1200,1958,57,"98040",2370,14250,308
"1731",1679000,5,4.25,4830,11466,2,0,0,3,10,3720,1110,2014,1,"98040",2180,11017,202
"2798",711000,4,1.75,1980,10800,1,0,0,5,6,990,990,1948,67,"98040",2180,10800,47
"8198",5e+05,3,1.75,1540,10800,1,0,0,5,6,770,770,1947,68,"98040",2020,10800,45
"3694",659000,4,2,2090,10800,1,0,0,4,7,2090,0,1951,64,"98040",2090,10800,61
"20145",1575000,3,2,3620,14250,2,0,0,3,8,3220,400,2007,8,"98040",2370,14250,179
"5915",785000,3,2,1600,9638,1,0,0,5,7,1600,0,1952,63,"98040",1800,11400,337
"18416",850000,3,2,2470,8800,2,0,0,3,9,2470,0,1961,11,"98040",2340,10980,62
"2430",1600000,5,2.5,3100,5374,2.5,0,0,4,9,3100,0,1906,109,"98122",2180,5800,357
"15680",1850000,4,3.25,2910,1880,2,0,3,5,9,1830,1080,1914,101,"98122",3100,8200,132
"6483",442500,4,2.25,2490,8700,1,0,0,3,7,1890,600,1976,39,"98155",1470,7975,326
"14764",213675,3,2.25,1560,6013,2,0,0,3,7,1560,0,1990,25,"98023",1640,6290,84
"2464",262000,3,1.75,1320,6530,1,0,0,4,7,1320,0,1989,26,"98023",1620,6817,241
"19552",255000,3,2.25,1850,7151,2,0,0,3,7,1850,0,1989,26,"98023",1710,6827,307
"13431",450000,3,2.25,1940,8312,1,0,1,4,7,1220,720,1963,52,"98166",2060,9503,340
"9186",190000,2,1.5,1400,9031,1,0,0,3,7,960,440,1982,33,"98023",1450,7658,102
"3143",215000,3,1.5,1410,8415,1,0,0,4,7,780,630,1982,33,"98023",1440,7361,329
"681",222000,3,2,1440,7187,1,0,0,4,7,970,470,1981,34,"98023",1440,7187,105
"9713",265000,3,1.5,1520,6805,1,0,0,4,7,1040,480,1981,34,"98023",1440,7041,325
"16790",230000,3,1.5,1630,6625,1,0,0,5,7,980,650,1980,35,"98023",1440,7145,154
"2889",205000,3,1.75,1420,6980,1,0,0,5,7,820,600,1980,35,"98023",1470,7319,216
"14757",160000,3,1.5,1480,7000,1,0,0,3,7,1000,480,1980,35,"98023",1470,7022,70
"7929",203000,2,1,1440,6650,1,0,0,3,7,970,470,1980,35,"98023",1600,6847,111
"11648",198000,3,1.5,1430,7347,1,0,0,3,7,820,610,1980,35,"98023",1430,8723,46
"14550",260000,4,2.75,2250,7345,1,0,0,4,8,1320,930,1984,31,"98023",1800,6950,137
"19090",299500,3,1.75,1880,11700,1,0,0,4,7,1880,0,1968,47,"98092",2230,35200,186
"9619",730000,4,2,2360,6000,1,0,0,5,7,1260,1100,1939,76,"98199",1720,6000,31
"4472",639000,4,1.75,1830,6000,1,0,0,4,7,930,900,1939,76,"98199",1540,6000,102
"4956",450000,2,1.75,2130,6574,1,0,0,3,8,1500,630,1946,69,"98199",2130,6275,347
"13788",1810000,3,2.25,2910,15626,1.5,0,0,4,9,2510,400,1923,92,"98199",2370,6519,347
"11293",650000,3,2,2300,5000,1,0,0,4,8,1150,1150,1938,77,"98199",2300,5000,144
"9309",779000,4,1.5,2740,4912,1,0,0,4,8,1370,1370,1937,78,"98199",2160,5006,167
"8988",1099500,4,2,2580,6000,1,0,0,5,9,1300,1280,1950,65,"98199",2300,6200,32
"3113",850000,3,1.75,2450,8603,1,0,0,5,8,1340,1110,1940,75,"98199",2280,5779,90
"8812",750000,3,1.75,1700,8400,1,0,0,3,8,1460,240,1947,68,"98199",2010,7000,28
"2819",1385000,5,3.75,3290,6480,2,0,0,5,10,2190,1100,1938,77,"98199",2010,7639,192
"13645",898000,2,2.25,2470,7658,1,0,0,4,8,1480,990,1954,61,"98199",2070,7270,165
"92",1099880,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,14,"98199",2520,6250,313
"10594",951250,5,3,2710,8227,1,0,2,3,8,1910,800,1953,62,"98199",2060,5400,167
"16294",672500,3,1.75,1580,5750,1,0,2,4,8,1330,250,1947,68,"98199",2480,5750,367
"7386",450000,3,2.5,1990,3478,2,0,0,3,10,1520,470,1990,25,"98199",1710,6157,189
"4056",703011,2,1,1370,5922,1,0,2,3,8,1130,240,1941,74,"98199",2460,6759,152
"2584",675000,3,1.75,1710,5913,1,0,0,4,8,1120,590,1941,74,"98199",2920,5922,278
"14749",967500,3,3.75,3250,5797,2,0,2,4,8,2370,880,1951,64,"98199",1840,5797,25
"4011",639000,4,2,1840,5419,1,0,0,4,7,920,920,1942,73,"98199",1800,5419,69
"15563",730000,4,1,1870,4992,1.5,0,0,4,7,1670,200,1940,75,"98199",2160,5239,182
"20398",480000,5,2.75,2670,4780,2,0,0,3,8,2670,0,2013,2,"98059",2560,5380,249
"20229",565997,5,2.75,2730,5820,2,0,0,3,8,2730,0,2014,1,"98059",2730,5700,200
"21406",460000,4,2.5,2200,6400,2,0,0,3,8,2200,0,2010,5,"98059",2600,5870,84
"19891",559950,5,2.75,2990,6370,2,0,0,3,8,2990,0,2014,1,"98059",2730,5740,297
"21343",563950,4,2.75,3050,4750,2,0,0,3,8,3050,0,2014,1,"98059",2730,5480,321
"5138",447000,2,1,1320,8380,1,0,0,3,7,1320,0,1953,62,"98177",1290,8025,56
"5707",798000,4,3.25,3500,10260,2,0,0,3,10,3500,0,1987,28,"98008",3500,10658,83
"18362",212000,2,1,1070,7386,1,0,0,3,6,1070,0,1949,66,"98108",1330,6351,264
"9491",328000,5,2.25,2240,9652,2,0,0,3,7,2240,0,1990,25,"98055",2180,11644,287
"14008",539950,4,2.75,2910,9000,1,0,0,4,8,2130,780,1966,49,"98006",1970,9000,158
"11578",440000,4,2.25,2160,8119,1,0,0,3,8,1080,1080,1966,49,"98006",1850,9000,0
"21234",469950,5,3,3223,6371,2,0,0,3,9,3223,0,2014,1,"98042",1979,19030,140
"20400",459950,5,2.75,3078,6371,2,0,0,3,9,3078,0,2014,1,"98042",1979,19030,368
"20473",479349,5,3,3223,6371,2,0,0,3,9,3223,0,2014,1,"98042",1979,9008,377
"2590",134000,2,1.5,980,5000,2,0,0,3,7,980,0,1922,12,"98014",1040,5000,6
"6090",150000,3,1,890,6488,1.5,0,0,3,5,890,0,1928,87,"98014",1330,16250,349
"835",249900,3,1.75,1380,14000,1,0,0,4,5,1380,0,1939,58,"98001",1490,18503,202
"8738",199129,3,1,860,33664,1,0,0,4,6,860,0,1955,60,"98001",1290,18287,150
"8792",550000,3,2.5,3070,14400,1,0,3,5,9,1720,1350,1985,30,"98198",2020,18211,217
"10129",290000,3,2,1550,18958,1.5,0,0,3,7,1550,0,1983,32,"98198",1840,12826,292
"3535",205000,3,1.5,1820,8585,1,0,0,4,7,1820,0,1962,53,"98055",1740,10088,70
"19578",269950,3,1.5,1740,9547,1,0,0,4,7,1740,0,1962,53,"98055",1780,9936,103
"5258",690000,5,3.5,2720,7598,2,0,0,3,8,1860,860,1993,22,"98115",2430,7728,55
"3000",637000,3,2,1980,6000,1,0,0,4,7,1380,600,1958,57,"98115",1260,6000,97
"2728",779000,6,2.5,3250,12000,1,0,1,3,8,1800,1450,1966,49,"98115",3490,10320,119
"11245",221000,3,1,910,8789,1,0,0,3,7,910,0,1966,49,"98148",1160,8789,56
"5087",240000,3,1.75,1570,8750,1,0,0,3,7,1570,0,1960,55,"98148",1890,8825,62
"6659",554000,5,2.5,3440,12900,1,0,2,4,8,1720,1720,1958,57,"98166",2100,10751,199
"13649",403000,3,2,1960,13100,1,0,2,5,8,1650,310,1957,58,"98166",1960,10518,0
"3607",470000,4,2.25,3380,9900,1,0,2,4,8,1690,1690,1969,46,"98166",2390,9900,77
"8450",440000,3,1.75,2000,9900,1,0,2,4,8,1480,520,1957,58,"98166",2310,10200,53
"8695",571000,4,2.25,2290,9900,1,0,2,4,8,1550,740,1959,56,"98166",2320,9900,346
"63",505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,42,"98166",2500,9500,172
"13118",549950,3,2.5,2080,8690,1,0,0,3,8,1430,650,1974,41,"98166",2400,9625,131
"18165",280000,1,1,690,1950,1,0,0,3,6,690,0,1928,87,"98117",1650,4864,56
"17654",585000,3,2,1670,4572,1.5,0,0,3,8,1670,0,1931,84,"98117",1480,4890,21
"18132",475000,3,1.5,1240,8738,1,0,0,3,7,1240,0,1959,56,"98005",1440,9344,206
"18762",529941,3,2,1660,10000,1,0,0,4,7,1010,650,1961,54,"98005",2020,9720,297
"13858",550000,3,1,1140,8180,1,0,0,3,7,1140,0,1959,56,"98005",1510,8588,360
"15369",530000,3,1.75,1690,8190,1,0,0,4,8,1690,0,1958,57,"98005",1840,8705,11
"19535",875000,4,1.75,2360,8286,1,0,0,3,7,1320,1040,1952,63,"98004",1680,7630,335
"8245",915000,5,2.75,2580,7630,1,0,0,4,7,1730,850,1954,61,"98004",2040,7717,221
"11285",1800000,5,4.5,4400,15580,2,0,0,3,11,3390,1010,2003,12,"98004",2150,14249,34
"16163",915000,3,1,1560,8232,1,0,0,3,7,1560,0,1952,63,"98004",1930,8286,167
"18274",921000,4,1.5,2220,9496,1,0,0,4,7,1490,730,1954,61,"98004",1800,8286,45
"19962",1695000,5,4.75,3940,7067,2,0,0,3,10,3230,710,2008,7,"98004",1910,7735,89
"3035",235000,3,1,1310,9529,1,0,0,3,7,1310,0,1956,59,"98198",1330,9529,321
"12699",230000,3,1,1190,9083,1,0,0,3,7,1190,0,1955,60,"98198",1190,9450,137
"21595",350000,4,2.75,2500,5995,2,0,0,3,8,2500,0,2008,7,"98042",2530,5988,168
"15824",435000,3,2.5,2530,16102,2,0,0,3,9,2530,0,1989,26,"98038",2370,14957,178
"13547",415000,4,2.75,2390,9968,1,0,0,4,9,1390,1000,1989,26,"98038",2560,12385,255
"1728",435000,3,2,2660,16677,1,0,0,3,9,2210,450,1990,25,"98038",2660,11355,314
"1409",283500,4,2.25,2100,8050,2,0,0,3,8,2100,0,1978,37,"98055",2190,7700,102
"18570",365650,4,2.25,2380,7700,2,0,0,4,8,2380,0,1977,38,"98055",2100,7700,313
"12810",335000,4,2.25,2400,8592,2,0,0,3,8,2400,0,1978,37,"98055",2180,8100,270
"19424",320000,4,2.25,2310,7490,2,0,0,3,8,2310,0,1980,35,"98055",2310,8480,7
"15593",1681000,5,5.25,4830,18707,2,0,1,5,9,3930,900,1952,17,"98040",2880,10520,68
"13190",1610000,4,3.5,4390,11600,2,0,3,3,11,3060,1330,1990,25,"98040",3240,12000,21
"13400",1580000,4,2.5,2900,10500,1,0,3,5,8,1450,1450,1963,52,"98040",2900,9201,329
"19310",270000,3,1,1500,13500,1,0,0,4,7,1500,0,1968,47,"98059",1350,13680,34
"5913",390000,4,2.5,1840,15496,2,0,0,3,8,1840,0,1991,24,"98059",1840,15040,82
"7400",360000,4,1.75,1750,18810,1,0,0,3,7,1220,530,1977,38,"98059",1840,17424,217
"17612",337000,3,1.75,1310,12750,1,0,0,3,7,1310,0,1993,22,"98059",1790,13500,52
"20685",630000,3,2.5,3490,12410,2,0,0,3,8,2590,900,2009,6,"98059",1740,14448,356
"12160",418000,3,2.5,2080,16050,1,0,0,5,8,1360,720,1978,37,"98059",1790,14550,203
"1737",379500,3,2.25,2070,14196,2,0,0,3,7,2070,0,1989,26,"98059",1550,13860,84
"14336",329950,3,1.75,1360,13320,1,0,0,4,7,1360,0,1985,30,"98059",1580,13625,314
"17122",413000,3,2,1520,3451,1,0,0,3,8,1520,0,1996,19,"98177",1800,3451,73
"11505",398500,3,2.5,1630,1971,2,0,0,3,8,1630,0,1996,19,"98177",1630,3451,291
"20666",394950,2,1,1131,1304,3,0,0,3,7,1131,0,2011,4,"98115",1131,1992,276
"21336",403000,2,1,894,1552,2,0,0,3,7,894,0,2011,4,"98115",1131,1992,353
"19766",390000,2,1,962,1992,2,0,0,3,7,962,0,2012,3,"98115",1130,1992,249
"17884",379000,2,1,800,6380,1,0,2,3,7,800,0,1940,75,"98115",920,5940,21
"16112",550000,4,3,2360,6678,1,0,0,3,8,1760,600,1949,66,"98115",1640,6380,129
"1906",548800,4,1,1660,4704,1.5,0,0,3,7,1260,400,1930,85,"98115",1360,5413,66
"15864",395000,2,1,930,6380,1,0,0,4,7,930,0,1940,75,"98115",1180,6380,68
"7808",485000,4,1,1210,6380,1.5,0,0,3,7,1210,0,1936,79,"98115",1340,6380,178
"1394",490000,2,1,880,6380,1,0,0,3,7,880,0,1938,21,"98115",1340,6380,0
"3159",350500,2,1,1450,6380,1,0,0,3,7,1450,0,1967,48,"98115",1240,6380,160
"11748",495000,4,2,1720,5413,2,0,0,3,7,1470,250,1938,35,"98115",1510,5413,369
"3126",448000,2,1,1110,5413,1,0,0,3,6,890,220,1937,78,"98115",1300,5413,74
"11629",407000,2,1,740,6380,1,0,0,3,6,740,0,1912,103,"98115",1800,6380,146
"17906",425000,2,1,1280,5026,1,0,2,4,8,1020,260,1951,64,"98115",1540,6380,224
"16131",680000,3,1.75,1090,6775,1,0,0,4,7,850,240,1950,65,"98115",1580,5760,368
"9191",525000,4,1.5,1430,6380,1.5,0,0,4,7,1130,300,1945,70,"98115",1570,6380,201
"5269",495000,3,1,1570,5510,1,0,0,4,7,1070,500,1940,75,"98115",1770,6380,292
"5077",740000,3,1,1230,6380,1.5,0,0,3,7,1230,0,1927,88,"98115",1250,6380,348
"12431",397000,3,1,860,6380,1.5,0,0,4,7,860,0,1927,88,"98115",1250,6380,165
"10105",511000,2,1,1250,5413,1,0,0,4,7,1250,0,1923,92,"98115",1250,5413,171
"14441",438000,2,1,1120,6380,1,0,0,3,7,1120,0,1942,21,"98115",1230,6380,320
"8786",790000,3,1,1290,6380,1.5,0,0,3,7,1290,0,1930,85,"98115",1630,6380,250
"17909",4e+05,2,1,700,8120,1,0,0,3,7,700,0,1927,88,"98115",1130,5599,297
"11640",420000,3,1,1440,5623,1,0,0,4,6,720,720,1922,93,"98115",1280,5623,132
"21602",467000,3,2.5,1425,1179,3,0,0,3,8,1425,0,2008,7,"98125",1285,1253,340
"21217",369500,3,2,1108,1128,3,0,0,3,7,1108,0,2009,6,"98115",1285,1253,294
"9395",840000,3,2.5,2060,9715,2,0,0,3,8,2060,0,1924,9,"98115",1240,7072,110
"12906",967000,4,2.5,3100,7250,2,0,0,3,9,3100,0,2010,5,"98115",1240,6670,360
"6313",580000,4,2.5,2150,5000,2,0,0,3,8,2150,0,2001,14,"98115",2030,6380,94
"5942",440000,2,1,1090,4128,1,0,0,3,7,1090,0,1948,67,"98115",1090,5413,299
"6669",523000,3,1.75,3000,5413,2,0,0,4,8,1900,1100,1963,52,"98115",1550,5413,220
"15373",547500,3,2,1850,9570,1,0,0,4,7,950,900,1940,75,"98115",1430,6380,103
"15886",449000,4,2,1560,5220,1,0,0,3,7,1560,0,1959,56,"98115",1300,5220,350
"16385",250000,2,1,890,6380,1,0,0,3,6,890,0,1951,64,"98115",990,6380,166
"7942",450000,3,1.75,1830,5488,1,0,2,4,7,1010,820,1939,76,"98115",1200,5488,137
"9091",499950,3,1,980,6380,1,0,0,3,7,760,220,1941,74,"98115",1390,6380,10
"13054",445500,2,1.75,1390,6670,1,0,0,3,6,720,670,1941,74,"98115",920,6380,387
"7534",450000,2,1,810,4368,1,0,0,3,6,810,0,1958,57,"98115",1890,5253,357
"17492",361600,2,1,760,6380,1,0,0,3,6,760,0,1941,74,"98115",1590,6380,76
"10198",505000,3,1,1020,5410,1,0,0,4,7,880,140,1928,87,"98115",1580,5376,85
"10176",495000,4,1.75,1930,6720,1,0,2,3,8,1130,800,1959,56,"98115",1850,6380,229
"12707",835000,5,2.75,2460,7830,1,0,0,5,9,1490,970,1955,60,"98115",2050,7830,146
"7276",485000,3,1,1260,7250,1,0,2,3,7,960,300,1940,75,"98115",1540,7250,356
"13162",790000,4,2.5,2560,12760,1,0,0,4,7,1760,800,1949,66,"98115",1760,6384,194
"11289",539000,3,2.25,1540,5338,1,0,0,5,7,770,770,1954,61,"98115",1680,6525,306
"7332",340500,2,1,940,5413,1,0,0,3,7,940,0,1923,92,"98115",1340,5296,272
